INCODE,ITE_DESC,ECR_DESC,DEP_CODE,UNT_PRIC,UNIT,TAXPRCNT1,TAXAMOUNT1,TAX1DIV,POS,BRANCH
BEV26,SIG ICED COFFEE,SIG ICED COFFE,07,129.000,PC,12.000,13.820,9.333333,1,BMC
BEV27,CARA MACHIATO,CARA MACHIATO,07,169.000,PC,12.000,18.110,9.333333,1,BMC
BEV29,EXP SWEET SYRUP,EXP SWEET SYRU,07,30.000,PC,12.000,3.210,9.333333,1,BMC
BEV35,EXP CARA SAUCE,EXP CARA SAUCE,07,40.000,PC,12.000,4.290,9.333333,1,BMC
FP135,SWEET BLACK,SWEET BLACK,5,159.000,PC,12.000,17.040,9.333333,1,BMC
FP136,SIG ICED COFFEE,SIG ICED COFFE,5,189.000,PC,12.000,20.250,9.333333,1,BMC
FP137,CARA MACHIATTO,CARA MACHIATTO,5,219.000,PC,12.000,23.460,9.333333,1,BMC
FP138,EXP SWEET SYRUP,EXP SWEET SYRU,5,45.000,PC,12.000,4.820,9.333333,1,BMC
FP139,EXP CARA SYRUP,EXP CARA SYRUP,5,55.000,PC,12.000,5.890,9.333333,1,BMC
FP140,EXP CARA SAUCE,EXP CARA SAUCE,5,55.000,PC,12.000,5.890,9.333333,1,BMC
BEV36,EXP SWEET SYRUP,EXP SWEET SYRU,07,30.000,PC,12.000,3.210,9.333333,1,BMC
BEV37,EXP CARA SAUCE,EXP CARA SAUCE,07,40.000,PC,12.000,4.290,9.333333,1,BMC
BEV38,EXP CARA SYRUP,EXP CARA SYRUP,07,40.000,PC,12.000,4.290,9.333333,1,BMC
B&S19,PRIDE BURGER,PRIDE BURGER,06,219.000,PC,12.000,23.460,9.333333,1,BMC
FP141,PRIDE BURGER,PRIDE BURGER,5,239.000,PC,12.000,25.610,9.333333,1,BMC
MP161,1PC CHIX  PJ,1PC CHIX  PJ,37,0.000,PC,12.000,0.000,9.333333,1,BMC
MP162,BBRIBS  PJ,BBRIBS  PJ,37,0.000,PC,12.000,0.000,9.333333,1,BMC
MP163,GRADRIBS50,GRADRIBS50,37,224.500,PC,12.000,24.050,9.333333,1,BMC
MP164,SB GRADRIBS50,SB GRADRIBS50,37,224.500,PC,12.000,24.050,9.333333,1,BMC
BL107,PRIDE BUNDLE,PRIDE BUNDLE,7,379.000,PC,12.000,40.610,9.333333,1,BMC
BL108,TB SIGCOFI 99,TB SIGCOFI 99,7,99.000,PC,12.000,10.610,9.333333,1,BMC
BL109,SB PRIDE BUNDLE,SB PRIDE BUNDL,7,97.000,PC,12.000,10.390,9.333333,1,BMC
BL110,SB SIGCOFI 99,SB SIGCOFI 99,7,30.000,PC,12.000,3.210,9.333333,1,BMC
FPC1,GRAHAM SHAKE,GRAHAM SHAKE,13,179.000,PC,12.000,17.040,9.333333,1,BMC
FPC2,RIPE MANGO SHAKE,RIPE MANGO SHA,13,179.000,PC,12.000,17.040,9.333333,1,BMC
FPC3,CNC SHAKE,CNC SHAKE,13,179.000,PC,12.000,17.040,9.333333,1,BMC
FPC4,PEPSI CAN,PEPSI CAN,13,119.000,PC,12.000,9.540,9.330000,1,BMC
